rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
2255,2,"0",,0.01162,138.06496,177.07449,0.19286,90.53288,86.80807,94.52451,10.05174,7.70587,3.33554,19.51866,17.78232,12.69479,225.39595,3600.24683,149579.39063,1.37302,"795452","5247409"
2256,2,"0",,0.00697,138.01459,185.72496,0.27786,104.93318,110.15038,105.87728,9.85613,7.95163,3.44270,19.09841,17.58453,12.98611,303.54794,20524.50781,32782.10156,6.28057,"543593","5314720"
2257,2,"0",1.00000,0.01491,142.75574,199.02606,0.39902,82.52357,78.89487,79.50416,9.53312,7.45111,2.62796,19.90537,18.27505,12.43306,47.92397,124.34835,44118.08203,1.71735,"556832","5531976"
2258,2,"0",1.00000,0.06750,142.01222,196.83649,0.41089,99.20238,93.57531,83.42158,9.07088,7.38566,2.60100,19.22471,18.06814,12.73996,414.81998,2764.12915,12049.19727,1.96198,"472193","5472710"
2259,2,"0",2.00000,0.02039,143.92763,197.51662,0.40958,84.43777,80.73793,80.55421,9.23958,7.19897,2.38830,19.53649,17.95259,12.14694,168.35933,1082.97144,38657.05859,1.79652,"550059","5528529"
2260,2,"0",1.00000,0.03131,136.10448,209.37167,0.15603,95.26912,88.57277,78.58883,10.68954,8.93548,4.07951,20.37399,19.17126,13.97892,215.85703,248.98354,11319.97363,1.75639,"436498","5434649"
2261,2,"0",1.00000,0.02573,149.53683,176.19785,0.39660,96.57549,92.07273,82.57693,8.86752,6.81249,1.98584,16.67597,15.14847,9.94580,502.08853,11870.47168,15492.61816,0.68843,"497071","5579863"
2262,2,"0",2.00000,0.00551,135.25180,198.52478,0.18182,72.88345,73.17529,78.96011,10.19291,8.11287,3.55910,21.22987,19.64906,14.18811,44.80458,1858.78015,8763.16211,0.04419,"731831","5394802"
2263,2,"0",5.00000,0.00155,138.39996,208.83006,0.42885,96.54346,96.48824,88.80730,9.50667,7.87181,3.12036,20.34806,19.12990,13.91820,266.53818,4465.59619,845.45923,0.62090,"500366","5370853"
2264,2,"0",3.00000,0.00713,135.29715,205.88625,0.27133,76.18021,72.73306,74.37512,10.80077,8.73313,3.97620,21.47357,19.94468,14.15053,36.40709,3319.25464,25863.68750,1.17784,"625685","5463361"
2265,2,"0",2.00000,0.00718,133.93434,203.29892,0.18484,75.01773,75.78685,79.03161,10.53018,8.52975,3.91610,21.45736,20.02697,14.57211,52.49775,5197.16748,27230.83203,6.11245,"700458","5414311"
2266,2,"0",2.00000,0.00108,140.31523,189.97296,0.21429,106.44659,111.24725,101.17216,9.54110,7.75574,3.13070,18.92913,17.45181,12.61292,356.07571,11018.35547,5488.85596,1.13243,"467950","5326484"
2267,2,"0",2.00000,0.00413,134.71655,195.53677,0.13443,79.59569,80.45959,85.22243,9.86291,7.93456,3.44492,21.05655,19.56735,14.42374,136.46002,6045.83252,11064.22559,2.02309,"700843","5358189"
2268,2,"0",,0.01585,140.00786,207.28697,0.36844,96.88256,94.11812,86.12899,9.16809,7.57357,2.76208,19.98129,18.88497,13.57489,412.67166,12296.18945,15945.13672,3.39249,"487627","5396225"
2269,2,"0",2.00000,0.00846,139.06351,202.96777,0.41640,98.42174,99.60339,93.55940,9.34349,7.67230,2.96376,19.95938,18.71349,13.60889,337.48016,6879.07520,20416.57227,3.18164,"524445","5359261"
2270,2,"0",1.00000,0.00553,136.71133,161.60786,0.13045,94.13030,100.10045,105.05116,10.16578,7.90010,3.70775,18.74383,16.77843,12.28301,174.40273,8449.84961,37148.54688,4.81045,"681040","5270033"
2271,2,"0",2.00000,0.01494,134.39899,204.96638,0.23047,77.46938,78.04582,82.18896,10.30017,8.37116,3.74230,21.36358,20.01584,14.64818,108.84367,1073.86719,24613.12500,0.18805,"689130","5397887"
2272,2,"0",,0.00569,139.16463,183.81628,0.26590,82.62523,83.13187,92.15292,10.24838,7.87253,3.40970,19.37546,17.65624,12.44572,223.91171,7952.61963,101211.10938,1.26831,"783588","5311592"
2273,2,"0",1.00000,0.00381,135.85864,161.53078,0.10362,97.84731,92.29797,97.29859,10.45131,7.95677,3.69548,19.11390,17.12519,12.51658,48.24665,251.89317,133332.15625,3.57171,"769291","5228244"
2274,2,"0",1.00000,0.01735,137.83835,151.89166,0.19529,89.31149,93.89414,104.76667,10.36857,7.95577,3.80303,17.73387,15.78022,11.52576,110.13107,2569.74585,56652.85156,0.55144,"621915","5219016"
2275,2,"0",1.00000,0.01074,134.78908,189.76801,0.19525,104.18906,108.09779,106.78056,10.19523,8.27220,3.82161,19.86499,18.39508,13.91671,206.85300,3277.79761,1147.57556,2.15842,"583463","5314587"
2276,2,"0",3.00000,0.00929,137.04514,211.65863,0.36990,81.72846,77.24952,76.42557,9.69484,7.99550,3.18760,21.32623,20.07907,14.46459,138.07201,2799.47852,18595.44531,5.48644,"568927","5442952"
2277,2,"0",,0.02094,135.98306,174.89412,0.17315,106.76193,113.62394,114.37507,10.50035,8.41435,4.11051,18.62022,16.94371,12.65820,257.09454,7186.89990,21523.95313,2.09074,"595511","5283886"
2278,2,"0",2.00000,0.00908,132.65347,210.52811,0.24915,84.99433,85.81226,87.00399,10.50710,8.79524,4.10915,21.65173,20.37867,15.16565,97.65946,9911.99512,1058.75598,0.32432,"620973","5382310"
2279,2,"0",1.00000,0.01363,149.31764,176.81351,0.42653,95.03809,90.65872,82.11798,8.83648,6.77193,1.95534,16.82512,15.28267,10.02399,475.73071,14557.78516,19493.93164,0.83500,"504239","5579993"
2280,2,"0",1.00000,0.01501,143.66858,197.63971,0.43653,82.48080,79.98672,82.03490,9.52014,7.37755,2.47124,19.63241,18.01684,12.15619,177.58920,1165.88220,69170.69531,1.79521,"578781","5519622"
2281,2,"0",1.00000,0.01544,143.04091,197.39877,0.41656,79.66675,77.81173,80.17770,9.84814,7.61053,2.69120,19.75279,18.04612,12.16755,108.91797,2144.11475,77426.82813,2.77859,"590880","5524345"
2282,2,"0",,0.01016,139.91260,162.74667,0.09895,112.10739,122.71976,113.33025,10.08909,8.03274,3.66169,17.68147,15.74561,11.42704,274.95514,12272.80078,15349.05664,3.12861,"463776","5292044"
2283,2,"0",,0.00551,138.44006,194.10428,0.34010,102.49507,106.11633,100.84822,9.62191,7.82746,3.23222,19.49980,18.10614,13.29243,311.69717,21833.03516,19532.68750,3.73932,"535488","5333081"
2284,2,"0",1.00000,0.01193,133.08232,189.77899,0.17026,102.32090,106.76747,106.95306,10.49413,8.55645,4.17328,20.07874,18.55199,14.07077,156.12958,997.03912,12041.68359,5.01146,"605575","5310540"
2285,2,"0",1.00000,0.03369,134.94273,216.08279,0.22676,91.46617,85.49425,76.33756,10.36401,8.68954,3.91669,21.26708,20.07770,14.74691,98.67529,4289.50098,15949.83887,2.50570,"467061","5420884"
2286,2,"0",1.00000,0.00723,141.81842,179.54120,0.22609,94.03604,89.16516,77.30843,10.54884,8.39962,3.53838,17.89163,16.23377,11.31834,108.66596,1823.95117,23730.06250,3.16200,"468149","5569017"
2287,2,"0",2.00000,0.00490,137.33447,192.70575,0.23359,72.36620,71.36181,75.82240,10.67390,8.39587,3.76956,20.40486,18.68095,13.09789,58.89062,5881.46680,55428.67188,2.25648,"737134","5454641"
2288,2,"0",,0.00865,134.84021,175.97382,0.18182,92.96910,98.18623,101.92165,10.19191,8.08656,3.79781,19.71943,17.93790,13.31839,167.98033,16968.38086,15257.48145,1.46021,"671692","5302720"
2289,2,"0",1.00000,0.05774,148.07869,171.67836,0.33879,94.19756,88.91144,76.66225,9.36985,7.20326,2.40808,16.51344,14.86393,9.85551,309.77112,5763.98584,63353.72656,4.11824,"501844","5626161"
2290,2,"0",3.00000,0.00715,135.49081,204.83466,0.18581,75.72877,72.14589,73.50367,10.80634,8.69968,3.94525,21.43106,19.87178,14.05877,16.24501,4647.03174,29829.59766,0.66886,"625186","5467450"
2291,2,"0",,0.01722,141.15645,166.82103,0.15036,106.87921,111.05820,102.90792,10.19247,8.06181,3.48274,17.71082,15.88477,11.37965,341.77344,16365.95410,74636.90625,2.26090,"355134","5293969"
2292,2,"0",,0.00403,139.06976,167.57146,0.19974,107.89326,116.94322,112.24368,10.14742,8.04202,3.65851,17.97160,16.14577,11.81513,257.90939,52416.75000,16679.50000,4.47639,"519516","5283142"
2293,2,"0",2.00000,0.00776,133.82553,209.81444,0.29471,79.13706,78.11596,80.59095,10.78528,8.83931,4.08943,21.39987,20.10560,14.63176,77.58266,714.41559,10604.93555,4.99155,"670057","5427591"
2294,2,"0",1.00000,0.04120,139.53500,202.81001,0.28201,87.62267,82.96307,77.24747,9.45136,7.65084,2.94053,20.45017,19.06840,13.48857,185.25543,1246.62854,16346.97363,1.87211,"509960","5489325"
2295,2,"0",2.00000,0.00659,134.17834,217.77992,0.27273,82.05972,80.85191,81.40376,10.30964,8.70388,3.89147,21.75503,20.56432,15.09981,136.20309,4378.29688,8829.03906,0.38467,"596479","5410767"
2296,2,"0",2.00000,0.00164,135.44510,214.49496,0.27281,90.65898,84.37192,75.19793,10.05021,8.39514,3.67692,21.33285,20.13935,14.72703,91.67415,4994.90430,176.18057,1.37821,"480433","5447263"
2297,2,"0",,0.00230,134.39046,195.09367,0.13775,97.89439,101.04021,101.85573,10.14311,8.28668,3.81542,20.32661,18.90541,14.19402,212.15601,5978.55225,13381.79297,5.86245,"617224","5330146"
2298,2,"0",2.00000,0.03174,133.17999,205.73825,0.27273,77.27406,78.06184,81.86428,10.36959,8.46956,3.87405,21.61748,20.24498,14.92370,48.70136,6921.93506,20443.61719,5.70925,"687226","5388569"
2299,2,"0",1.00000,0.00823,138.88663,189.62050,0.24261,69.29237,68.93655,71.30225,11.07289,8.56321,3.79180,19.75321,17.97919,12.35863,30.67110,2988.16528,44533.40234,2.46800,"708076","5500306"
2300,2,"0",1.00000,0.01103,140.52660,155.45203,0.24833,99.26377,95.97583,102.78881,9.63991,7.18215,3.06655,18.22791,16.23809,11.52674,158.90387,14603.58691,161482.50000,1.71869,"791007","5209046"
2301,2,"0",1.00000,0.02040,138.00290,150.44803,0.07002,100.38466,95.54227,100.10815,10.25486,7.70693,3.48602,18.14423,16.08298,11.67762,117.15035,2644.48315,132615.40625,5.53076,"762954","5217097"
2302,2,"0",3.00000,0.03388,146.37653,182.05014,0.36515,80.85294,79.20061,76.26867,9.32934,6.96923,2.28758,18.37366,16.51369,10.91171,44.61816,28093.84570,103585.57031,3.35473,"599371","5618484"
2303,2,"0",1.00000,0.02030,140.34125,186.39650,0.27746,107.03895,112.73302,102.97401,9.58573,7.76580,3.17850,18.78634,17.25301,12.47810,335.74338,13107.99707,746.05212,0.54479,"473033","5321005"
2304,2,"0",,0.00964,149.20940,177.67525,0.41622,92.82172,88.46674,80.35872,8.90472,6.80169,2.00117,16.90869,15.31885,10.04376,431.47061,17659.57617,35113.00391,1.82884,"515383","5591155"
2305,2,"0",1.00000,0.00577,137.25296,166.71011,0.15669,92.02940,97.17307,100.64683,9.98846,7.74671,3.45508,19.00605,17.12239,12.55137,216.88663,4832.65674,38749.33594,4.55886,"694883","5299224"
2306,2,"0",,0.00153,134.84996,185.13364,0.17980,91.44220,95.27975,98.50532,10.05998,8.07060,3.68321,20.13669,18.52752,13.77084,204.14383,36013.52344,8917.87012,4.52249,"665243","5324824"
2307,2,"0",1.00000,0.00378,148.28629,169.63229,0.36364,82.70637,77.99863,70.88344,8.30180,6.07746,1.77591,17.55779,15.83591,10.47602,26.85785,2774.98120,40107.96094,5.85092,"558568","5705230"
2308,2,"0",3.00000,0.00501,139.74818,193.93018,0.33037,106.14618,106.36807,96.15641,9.80196,8.06053,3.27798,18.91176,17.63357,12.79295,388.39307,10543.06836,23916.67383,3.89966,"418535","5358491"
2309,2,"0",1.00000,0.02505,144.47751,186.99158,0.36889,99.82111,95.24572,85.26822,9.00142,7.17334,2.36822,18.25080,16.93386,11.65456,418.31409,1899.55188,5063.93701,2.56340,"474598","5505052"
2310,2,"0",1.00000,0.00493,148.53714,175.97353,0.45495,100.02587,95.53005,85.11598,8.92290,6.91939,2.07923,16.78950,15.31066,10.15793,507.88953,17245.61523,15000.14648,0.65878,"478584","5557035"
2311,2,"0",1.00000,0.00582,134.20395,192.64345,0.32565,102.59972,106.03445,104.74445,10.21184,8.31729,3.84636,20.13757,18.69390,14.15710,185.20428,4153.09766,2179.23071,5.22244,"585377","5320749"
2312,2,"0",5.00000,0.01210,138.61008,208.23605,0.35653,96.04432,95.63361,88.16412,9.44143,7.81667,3.05450,20.35214,19.15515,13.91329,294.97595,3501.74072,116.70333,2.14483,"503517","5374227"
2313,2,"0",1.00000,0.00632,132.33060,188.67871,0.14539,102.15983,106.80867,106.53040,10.65563,8.69189,4.31036,20.15185,18.59114,14.15532,116.10867,740.56909,14045.39258,1.80917,"597429","5309959"
2314,2,"0",1.00000,0.00938,141.02570,141.69424,0.10406,101.87217,98.90631,105.28136,9.80793,7.25630,3.21073,17.31885,15.16432,10.82371,119.61668,5486.67480,158820.82813,2.74865,"779115","5190799"
2315,2,"0",3.00000,0.02343,143.06795,197.77101,0.38671,84.77734,81.35708,81.48768,9.24702,7.24173,2.41063,19.75990,18.23468,12.42732,198.26176,5816.23047,48328.27734,5.36092,"554282","5513896"
2316,2,"0",1.00000,0.00788,134.83002,161.74605,0.02901,91.00748,96.88216,100.34090,10.56670,8.22104,4.01418,19.00825,16.95382,12.49491,68.21363,875.41351,46524.58984,4.67787,"692703","5270941"
2317,2,"0",2.00000,0.01523,140.16893,201.90201,0.27279,83.64039,80.29377,79.66599,9.49079,7.57491,2.76819,20.52770,19.08199,13.32814,158.88808,289.44977,55627.35156,0.47544,"556799","5490050"
2318,2,"0",2.00000,0.00215,136.79706,201.21722,0.24492,97.19823,98.70958,95.49116,9.70298,7.98298,3.33786,20.32632,19.04208,14.07689,252.41682,635.02490,33.28416,5.82225,"561469","5353045"
2319,2,"0",1.00000,0.01329,135.54968,164.17331,0.11883,94.37045,100.71383,108.91001,10.19204,7.99708,3.87815,19.07414,17.12725,12.59838,137.35384,1953.06824,22287.37109,1.72476,"658886","5256784"
2320,2,"0",2.00000,0.03086,141.41669,202.91754,0.41091,89.11166,84.01451,80.60794,8.80328,7.11777,2.31600,20.06894,18.89057,13.30475,395.93228,4647.96826,43991.27344,5.79569,"532372","5456778"
2321,2,"0",,0.00793,136.14056,161.91771,0.17418,101.02580,109.92794,111.38161,10.97533,8.62254,4.31911,18.00827,16.03886,11.91374,110.70904,1837.91992,25713.56250,3.09683,"570319","5263710"
2322,2,"0",,0.01260,141.81981,139.23779,0.09716,99.31680,97.87280,100.01447,10.05982,7.51557,3.32012,16.66891,14.56955,10.39284,228.98956,6634.83643,108740.02344,2.03770,"734863","5216005"
2323,2,"0",1.00000,0.01354,148.53825,179.06071,0.33676,93.19419,88.81836,80.71803,8.96823,6.89087,2.08452,17.06301,15.49440,10.21672,442.47397,15802.11035,23685.35352,2.02940,"508812","5580706"
2324,2,"0",,0.00600,137.11786,194.28181,0.25925,101.58981,104.93210,100.94586,9.79545,7.98595,3.41179,19.77685,18.38393,13.61869,262.14120,6306.47900,21799.49805,6.21495,"551739","5334047"
2325,2,"0",,0.01045,134.00703,172.74303,0.09024,102.86981,110.29290,113.23721,10.87173,8.71637,4.48463,18.83403,17.03934,12.77094,182.61482,5952.39697,15610.55176,3.78178,"609480","5272135"
2326,2,"0",3.00000,0.03219,141.63419,192.76166,0.31857,104.59705,100.09495,89.46841,9.82735,8.07746,3.18092,18.23314,17.05201,12.08287,479.81445,4107.12061,29584.29297,5.61326,"405121","5430715"
2327,2,"0",1.00000,0.01162,139.86134,201.88776,0.28865,90.35628,85.24979,78.55487,9.27929,7.53763,2.80930,20.24911,18.96073,13.43258,225.50710,2290.54956,8919.83398,0.99406,"503762","5481216"
2328,2,"0",2.00000,0.01521,135.29932,205.73033,0.35953,78.79394,78.42573,83.03342,10.38798,8.42348,3.71415,21.09377,19.80268,14.38422,163.29193,2009.61536,30305.64844,1.05449,"682537","5411501"
2329,2,"0",3.00000,0.00981,137.76680,191.09062,0.24326,71.07807,69.61252,73.92200,10.81539,8.45481,3.80696,20.22117,18.46107,12.85432,11.18489,2933.93799,60778.85547,0.51042,"743232","5466959"
2330,2,"0",2.00000,0.00979,142.16693,202.60037,0.50325,93.13048,88.41843,83.40351,8.59180,6.98133,2.16496,19.71743,18.63632,13.14696,459.64261,21092.15625,33353.88672,5.06600,"519874","5435475"
2331,2,"0",1.00000,0.01457,135.31345,196.45174,0.19211,99.20895,98.15727,89.15045,10.96354,9.04075,4.30054,19.70206,18.21108,13.46319,129.08754,40.01338,45103.93750,5.28127,"383662","5351194"
2332,2,"0",5.00000,0.01011,134.72633,204.34354,0.32332,76.59543,75.73107,79.06416,10.59986,8.58172,3.91118,21.20929,19.81017,14.33657,94.95644,4734.46436,25186.40039,1.05272,"694508","5427483"
2333,2,"0",2.00000,0.01045,135.17624,195.30927,0.18684,91.86558,94.42718,96.89291,9.97518,8.11379,3.60791,20.42598,19.01387,14.11696,246.32999,31906.87305,12218.25000,2.64914,"644737","5345872"
2334,2,"0",1.00000,0.01880,136.99812,191.54622,0.18376,84.39217,81.66418,93.88255,10.89817,8.55824,4.02922,19.90432,18.19665,12.83410,141.37015,1993.01123,160503.70313,1.84081,"825019","5268906"
2335,2,"0",1.00000,0.00326,142.54784,199.32916,0.44918,100.63221,96.73389,88.25297,8.77452,7.17301,2.33282,19.06371,18.02031,12.73566,550.60199,14753.69434,27255.65820,5.21059,"474440","5413262"
2336,2,"0",1.00000,0.00328,138.70276,207.19861,0.39535,95.57935,95.29756,88.52374,9.36484,7.74163,2.98206,20.33773,19.14414,13.89147,311.02911,10705.79395,6516.50928,2.41110,"512275","5375022"
2337,2,"0",5.00000,0.00482,134.81358,201.48116,0.24381,76.26438,74.45667,76.91127,10.67067,8.62159,3.96216,21.07843,19.61211,14.11779,54.96973,5943.52637,21785.60156,3.03695,"699919","5439568"
2338,2,"0",2.00000,0.00554,140.21289,188.09319,0.30458,107.41068,110.08059,99.72269,9.71265,7.92020,3.23390,18.72088,17.30111,12.52167,373.88751,11938.08105,4634.99463,1.34718,"430606","5339549"
2339,2,"0",1.00000,0.03269,136.59554,182.16245,0.18189,87.12032,83.00062,90.33715,10.36223,8.04592,3.62006,19.89359,18.16897,13.03741,162.64996,2475.76343,147164.64063,4.91701,"794607","5254141"
2340,2,"0",3.00000,0.02646,134.76598,166.92593,0.06673,94.70094,101.14803,108.16916,10.25788,8.08698,3.93972,19.31890,17.39559,12.84279,146.54509,1161.33838,19379.15625,5.55954,"661438","5267292"
2341,2,"0",,0.04523,142.44893,179.73502,0.26304,109.63642,111.58244,101.62024,9.47352,7.62942,2.91194,17.80157,16.39030,11.66733,563.21381,18563.08203,20772.56055,3.56366,"403820","5337224"
2342,2,"0",5.00000,0.00819,134.83636,210.12851,0.22647,78.85407,76.99276,79.19413,10.79152,8.86353,4.08026,21.34809,19.96404,14.32005,76.43927,1922.66052,20068.63867,1.46717,"639186","5446745"
2343,2,"0",1.00000,0.02104,135.88301,182.56073,0.13151,79.77393,80.47121,87.65943,10.49913,8.11606,3.73444,20.05973,18.29676,13.16955,64.04400,854.93567,92463.10156,4.90693,"773862","5314072"
2344,2,"0",,0.03623,141.91029,162.23090,0.10217,108.77852,114.18564,106.30154,10.04475,7.89595,3.35550,17.42684,15.53760,11.07532,381.65067,12667.37891,69215.51563,3.41447,"365528","5287464"
2345,2,"0",,0.01618,138.57254,148.07990,0.13158,88.48792,92.29265,100.92087,10.44014,7.93888,3.77660,17.42252,15.42139,11.21075,113.67023,126.11710,83298.03906,3.47140,"606035","5197304"
2346,2,"0",1.00000,0.01864,138.38055,202.67514,0.36405,102.63231,102.24982,92.25836,9.86816,8.18384,3.39708,19.68723,18.45134,13.47597,294.73245,7334.83838,16788.38086,0.31955,"443732","5368051"
2347,2,"0",3.00000,0.04046,134.32022,208.26862,0.27453,78.65636,77.96759,81.87361,10.63532,8.67723,3.94685,21.32919,20.04317,14.60736,102.98339,3529.05078,22680.44922,0.52744,"677180","5416950"
2348,2,"0",5.00000,0.00417,135.38724,198.21602,0.20232,95.01143,97.38131,98.62595,9.95731,8.14238,3.60610,20.39111,19.03587,14.17328,280.00571,9950.97461,6142.66797,3.96204,"622952","5344317"
2349,2,"0",3.00000,0.00639,134.39401,209.01463,0.18492,95.70627,89.63427,78.53366,11.23391,9.39308,4.53625,20.48098,19.16553,14.01348,77.69622,5170.48682,23698.47266,0.12576,"429623","5446749"
2350,2,"0",1.00000,0.03009,141.20709,180.47020,0.26965,109.00138,115.68586,106.35403,9.51977,7.65131,3.10367,18.31868,16.72864,12.04992,392.83093,20849.49219,267.37012,1.49883,"474336","5312855"
2351,2,"0",1.00000,0.00870,136.28729,163.71736,0.05290,87.37004,91.71129,94.37952,10.33265,7.91141,3.61955,19.10703,17.08626,12.54208,87.54617,580.55121,71457.72656,5.21476,"729963","5300812"
2352,2,"0",2.00000,0.02405,141.56931,199.83858,0.37072,83.31385,80.19025,80.88967,9.55513,7.53186,2.69293,20.22387,18.68438,12.87181,86.45683,1057.37000,58833.03516,0.56464,"564692","5504177"
2353,2,"0",,0.00456,148.76309,175.08687,0.44213,103.27259,98.80296,87.61906,8.79721,6.84245,1.99731,16.68027,15.25279,10.13155,567.23529,15981.64551,7940.18213,4.96113,"466705","5543907"
2354,2,"0",,0.00869,135.84561,198.19008,0.20439,73.47134,73.29906,79.78197,9.98872,7.94155,3.38894,21.13755,19.59034,14.16293,96.78783,5419.69678,12145.04883,2.43376,"729070","5387049"
2355,2,"0",1.00000,0.01880,136.99812,191.54622,0.18376,84.39217,81.66418,93.88255,10.89817,8.55824,4.02922,19.90432,18.19665,12.83410,141.37015,1993.01123,160503.70313,1.84081,"825714","5268752"
2356,2,"0",5.00000,0.01027,137.23401,214.92834,0.40505,87.05200,84.33900,80.90566,9.48821,7.89832,3.11000,21.17787,20.01262,14.57961,218.93942,6497.59521,6167.79102,1.12331,"549528","5402053"
2357,2,"0",3.00000,0.00400,134.89430,209.04869,0.19821,78.64752,76.59959,78.83417,10.77708,8.83779,4.05306,21.33038,19.93438,14.27190,80.35866,4406.29395,19460.56445,0.09957,"636403","5448457"
2358,2,"0",,0.00588,131.75914,177.78998,0.03134,93.46447,99.39446,103.83134,10.67108,8.57811,4.35245,20.19663,18.36618,13.79618,34.06509,11456.60840,1901.84387,5.81379,"653136","5292109"
2359,2,"0",2.00000,0.00771,138.71355,195.30116,0.30604,102.57484,106.56511,99.45594,9.65785,7.87592,3.26602,19.50585,18.08137,13.22212,271.05728,5173.91895,504.84695,5.89166,"513342","5333742"
2360,2,"0",1.00000,0.01900,138.44318,205.76700,0.32137,98.35075,91.92573,81.18065,9.94946,8.25758,3.42741,19.85469,18.71506,13.48378,324.64224,2398.67358,13137.17090,3.66311,"447187","5444445"
